date,state,region_code,region_name,lat,long,hospitalized_with_symptoms,intensive_care,total_hospitalized,home_isolation,total_positives,new_positives,intensive_care_admissions,discharged_recovered,deceased,total_cases,daily_discharged_recovered,daily_deceased,daily_total_cases,hospitalized_with_symptoms_normalized_per_region_name,intensive_care_normalized_per_region_name,total_hospitalized_normalized_per_region_name,home_isolation_normalized_per_region_name,total_positives_normalized_per_region_name,new_positives_normalized_per_region_name,intensive_care_admissions_normalized_per_region_name,daily_discharged_recovered_normalized_per_region_name,daily_deceased_normalized_per_region_name,daily_total_cases_normalized_per_region_name
2020-02-27 18:00:00,ITA,10,Umbria,43.10675841,12.38824698,0,0,0,0,0,0,0.0,2,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
2020-02-27 18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,172,41,213,136,349,145,0.0,40,14,403,0,5,145,0.013097902677609219,0.02968863142650253,0.014872680838278375,0.00011314639228376418,0.000316559157641271,0.0027517886626307097,0.0,0.0,0.009157509157509158,0.0027517886626307097
2020-02-27 18:00:00,ITA,16,Puglia,41.12559576,16.86736689,1,0,1,0,1,1,0.0,1,1,1,0,0,0,0.0004928536224741252,0.0,0.00043535045711797995,0.0,6.975592402184756e-06,7.604562737642586e-05,0.0,0.0,0.0,0.0
2020-02-27 18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,2,0,2,0,2,-1,0.0,3,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0004398182084738308,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,1,0,1,1,2,0,0.0,2,2,4,0,0,0,0.0006234413965087282,0.0,0.0005414185165132648,3.605227579990987e-06,7.173652608698771e-06,0.00014014434867913952,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,ITA,10,Umbria,43.10675841,12.38824698,0,0,0,0,0,0,0.0,2,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
2020-02-28 18:00:00,ITA,9,Toscana,43.76923077,11.25588885,5,0,5,2,7,6,0.0,1,1,8,0,0,6,0.0027292576419213972,0.0,0.002349624060150376,1.083640816414991e-05,3.7659109738645776e-05,0.00031799872800508796,0.0,0.0,0.0,0.00031799872800508796
2020-02-28 18:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,0,0,0,0.0,5,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,ITA,2,Valle d'Aosta,45.73750286,7.320149366,0,0,0,0,0,0,0.0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0014641288433382138,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,ITA,1,Piemonte,45.0732745,7.680687483,7,0,7,4,11,9,0.0,3,2,11,0,0,9,0.0009573042312847023,0.0,0.0008903133903133903,2.3075236809617758e-05,5.124730239894316e-05,0.0009285051067780872,0.0,0.0,0.0,0.0004400332469564367
2020-02-28 18:00:00,ITA,11,Marche,43.61675973,13.5188753,3,2,5,1,6,3,0.0,2,1,6,0,0,3,0.002997002997002997,0.011834319526627219,0.004280821917808219,3.6691861745064946e-05,0.00021719457013574662,0.000768344218209758,0.0,0.0,0.0,0.0003843197540353574
2020-02-28 18:00:00,ITA,20,Sardegna,39.21531192,9.110616306,0,0,0,0,0,0,0.0,3,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00044772778150884264,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,ITA,16,Puglia,41.12559576,16.86736689,1,0,1,2,3,2,0.0,1,1,3,0,0,2,0.0004928536224741252,0.0,0.00043535045711797995,1.4026327416560885e-05,2.0926777206554268e-05,0.0001520912547528517,0.0,0.0,0.0,6.995697645947742e-05
2020-02-28 18:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,1,0,1,0,1,0,0.0,1,1,1,0,0,0,0.002053388090349076,0.0,0.0018867924528301887,0.0,3.7470023980815345e-05,0.0,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,ITA,8,Emilia-Romagna,44.49436681,11.3417208,56,6,62,81,143,48,0.0,4,2,145,0,1,48,0.011692933401118454,0.014925373134328358,0.011633317822242903,0.0001883816260097255,0.0003118178983473651,0.0012458471760797341,0.0,0.0,0.0064516129032258064,0.0012458795130687568
2020-02-28 18:00:00,ITA,3,Lombardia,45.46679409,9.190347404,235,47,282,192,474,128,0.0,40,17,531,0,3,128,0.01832048412501036,0.03403330919623461,0.020055584766769323,0.00021062636102054565,0.0005327880904563469,0.0024291651642533163,0.0,0.0,0.005494505494505494,0.0024291651642533163
2020-02-28 18:00:00,ITA,12,Lazio,41.89277044,12.48366722,0,0,0,0,0,0,0.0,3,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,0,0,0,0,0,0.0,3,1,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,ITA,5,Veneto,45.43490485,12.33845213,24,9,33,116,149,40,0.0,7,2,151,0,0,40,0.00444609114486847,0.024193548387096777,0.005559189012426423,0.00034822093922151723,0.00040514289078109477,0.0015894460780418026,0.0,0.0,0.0,0.0008183306055646482
2020-02-28 18:00:00,ITA,7,Liguria,44.41149315,8.9326992,9,0,9,10,19,0,0.0,4,1,19,0,0,0,0.006419400855920115,0.0,0.005960264900662251,0.0002105307480157477,0.0003937089454816718,0.001831107281344248,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,ITA,15,Campania,40.83956555,14.25084984,2,0,2,2,4,1,0.0,1,1,4,0,0,1,0.000858000858000858,0.0,0.0007898894154818325,7.91671614614258e-06,1.5743135009190054e-05,0.007598031118892669,0.0,0.0,0.0,3.328673190866121e-05
2020-02-28 18:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,0,0,0,0.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.010396361273554255,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,ITA,18,Calabria,38.90597598,16.59440194,0,0,0,1,1,1,0.0,1,1,1,0,0,0,0.0,0.0,0.0,1.1577826147362571e-05,1.1536686663590216e-05,0.004116117850953206,0.0,0.0,0.0,0.0
